Sim	$DOMM	$EMERG	$INTROM	$NANC	$NSUB	$NTEM	$RECM	$SRD	$SRW	$TRANSIT	$CONN	$MERGE	$MER_G	$SAMP	LinearCombination_0	LinearCombination_1	LinearCombination_2	LinearCombination_3	LinearCombination_4	LinearCombination_5	LinearCombination_6	LinearCombination_7	LinearCombination_8	LinearCombination_9	LinearCombination_10	LinearCombination_11	LinearCombination_12	LinearCombination_13	LinearCombination_14	LinearCombination_15	LinearCombination_16	LinearCombination_17	LinearCombination_18	LinearCombination_19	LinearCombination_20	LinearCombination_21	LinearCombination_22	LinearCombination_23	LinearCombination_24	LinearCombination_25	LinearCombination_26	LinearCombination_27	LinearCombination_28	LinearCombination_29	LinearCombination_30	LinearCombination_31	LinearCombination_32	LinearCombination_33	LinearCombination_34
45	4.30896e-05	19762	0.0383226	14329	5352	4419	0.000222523	0.794267	0.104893	3242	76004	69762	72762	79762	78.6285	23.7549	-23.8737	8.12062	19.6061	17.5922	5.93074	2.351	-0.811408	5.82795	7.72959	1.57127	1.20105	0.36415	6.6423	-1.64984	2.73647	4.14982	-2.23824	0.0533259	0.875862	2.9344	-1.64258	2.83057	1.39532	0.431441	1.08081	-0.0392532	-0.0485574	-0.241454	-0.210288	-0.289179	0.613758	-0.215091	0.0628048
46	0.0019719	11213	0.000464873	17148	9585	9128	0.000192595	0.917786	0.210437	1672	65885	61213	64213	71213	-82.5202	-27.9981	14.5031	10.5613	-6.3767	0.342641	-5.13721	2.99876	2.37171	-0.365913	1.93108	6.41346	-5.92757	5.04183	0.617294	-1.62516	-0.503957	1.42224	-1.12889	-0.7615	1.25079	1.2956	0.880696	0.220932	1.71272	-1.1976	-1.06574	0.687794	0.722434	0.500575	0.110939	0.703542	-0.0424113	0.0630337	0.303457
47	0.00208619	14209	0.00105034	11031	4246	1645	0.00162077	0.804288	0.415627	2098	69307	64209	67209	74209	-54.652	-6.58289	-11.5762	-8.09955	0.683091	-0.416243	9.95496	9.37451	4.80485	1.30501	-4.26806	0.686056	-2.24724	-1.7869	2.00958	1.0074	0.0859592	-0.530676	-1.91472	1.92478	0.00801312	0.0760805	0.392656	0.279202	-0.171271	-0.664363	-0.13712	-1.53721	-0.352861	0.105428	0.274164	-0.763506	0.135484	-0.220062	0.790904
48	5.73969e-05	13699	0.0166222	12489	9502	7141	2.66156e-05	0.662121	0.157835	1858	68557	63699	66699	73699	141.696	7.55163	17.9791	8.0455	29.2423	9.83411	14.9705	-6.13403	-0.966461	4.76393	12.0192	-3.63322	-6.74803	-4.363	-0.486673	-1.19236	-1.56269	-3.2398	-3.74133	1.81864	3.08017	1.24678	0.989393	-0.332837	-1.27504	-0.176577	0.239796	-0.0278776	-1.28773	0.726545	-0.11911	1.39067	0.733474	-1.02472	-1.02721
49	3.09606e-05	10556	0.00846581	18904	4859	7005	2.0715e-05	0.885571	0.296534	1499	65055	60556	63556	70556	76.5195	-63.9955	-55.929	29.9651	24.0415	4.14	-22.8367	-3.46685	1.41514	0.866679	14.4292	0.171569	-7.17325	3.1486	3.33206	3.95902	2.10759	2.05714	-2.17571	-2.82396	0.45225	1.58324	-3.23577	-0.0643768	-0.776304	0.67606	1.59108	-1.14099	1.57855	-0.198953	-0.479507	-0.682443	0.543583	0.237454	0.206583
0	0.00966259	19336	0.00202321	19706	3370	4010	0.000231354	0.881859	0.215942	1097	73433	69336	72336	79336	10.2043	31.76	2.28075	-9.94879	-4.10875	4.74798	-1.06406	-1.7785	-5.09329	-2.87262	-3.50415	1.31397	-1.11591	4.16458	-1.22196	3.27669	0.947299	0.691334	-0.228629	0.7833	-0.595204	-0.698573	-0.811638	-1.02053	-0.22049	-0.592042	0.743602	-0.151768	0.149322	-0.150487	-0.157746	-0.285238	0.335021	0.23552	-0.606476
1	3.6441e-05	11961	0.0374711	19824	8686	7549	0.000605989	0.949089	0.131428	4091	69052	61961	64961	71961	48.2475	36.2801	4.06594	22.7382	-0.248212	8.6542	0.106404	5.9124	3.88257	-1.2607	7.96196	-0.26711	6.63925	3.4367	2.82299	2.6495	-1.1591	-1.12633	-0.310725	-1.59559	-0.896907	0.602884	2.08732	-0.914236	2.0577	1.08588	-0.0274163	0.546938	-0.901276	-0.139142	-0.124919	0.528952	-0.94984	-0.275729	0.116089
2	0.000750274	16655	0.000142936	10629	7580	4327	0.00789018	0.75966	0.228325	4762	74417	66655	69655	76655	-15.4665	45.7708	-13.582	-31.5357	4.12476	-5.9426	7.38932	4.57614	1.49426	2.37387	-3.65115	-2.02504	-2.07463	-1.98893	1.51221	0.707031	1.41915	-0.0231431	-1.11406	0.299176	-0.481504	-0.565589	0.257297	0.00450341	0.467001	0.174385	-0.180824	-0.111855	-0.427737	-0.163036	-0.222377	-0.0778207	0.256891	0.213699	0.0427374
3	0.000475891	13208	0.0252856	19973	3937	9506	0.000428585	0.724565	0.133391	2560	68768	63208	66208	73208	-91.43	-46.2993	5.52754	21.953	6.52906	3.51597	0.178558	0.53212	-6.78101	-4.32141	-1.76237	-1.8796	1.27886	-4.18494	1.4888	-2.70068	0.182842	0.633211	-1.65917	0.31187	-2.08089	-0.339303	-0.597505	0.565853	-0.310623	-0.528346	0.168156	-0.299382	0.459253	-0.244082	-0.341102	0.129991	0.0862928	-0.0649865	0.270769
4	0.00134078	14109	0.00169671	14836	4480	6082	1.43355e-05	0.803736	0.598937	3303	70412	64109	67109	74109	14.2001	37.2383	-3.93591	8.61441	-7.60416	0.814309	6.59275	8.37584	7.77396	-4.80272	1.89504	0.839376	2.14191	-3.5892	-3.47119	3.56578	-1.57385	1.21906	0.163939	0.935286	-0.124948	1.23454	-0.180118	-1.06397	-0.166677	-1.93298	-0.551466	0.848212	-0.317411	-0.245084	-0.00872314	-0.564643	-0.0412969	-0.775596	0.0876953
5	0.00644086	19026	0.0139969	17988	8194	3645	1.24744e-05	0.727442	0.734982	3901	75927	69026	72026	79026	-86.3801	-17.5981	-10.9214	26.4585	9.809	-5.62512	3.34987	-3.95366	-4.53894	-1.23627	-0.803969	-1.69622	0.0990743	3.08103	-0.0530347	-0.950944	-1.61664	0.0670612	-0.110496	1.41283	-0.722319	0.643223	-0.0279633	-0.192467	-0.695478	-0.380072	-0.977422	0.0488089	-0.482884	0.445937	0.703765	-0.237971	-0.625562	0.362087	0.403969
6	0.000973652	13859	0.00429005	15625	8288	6612	4.84833e-05	0.969664	0.167768	7	66866	63859	66859	73859	-79.9596	-4.84526	-0.104178	6.76197	10.0677	-7.40642	0.314106	0.454725	3.70499	1.50634	2.02287	-0.636482	0.0826527	3.84969	-2.42033	0.647258	3.12879	-1.6728	-0.684179	-0.904091	0.259808	0.348626	1.52893	1.16294	-1.55229	0.879585	0.0976717	-1.26248	1.17542	-0.688236	0.934163	-0.150372	0.235797	-0.349918	0.483289
7	0.00028169	12697	0.00341069	13434	4193	9436	0.00543886	0.904745	0.862196	1550	67247	62697	65697	72697	27.5128	42.8565	7.40508	-1.53317	-17.98	2.67188	-1.95423	0.569861	-2.181	-0.203903	-3.27542	3.47622	-4.10895	2.80768	-0.964392	1.88206	-1.99385	1.63434	-0.832579	1.65924	-1.0463	0.361224	0.981413	-0.00269631	-0.308983	0.600986	0.558427	-1.18781	0.458487	-0.222513	0.0613376	0.0934798	0.0119773	0.102899	-0.208279
8	1.32696e-05	10598	0.015315	10445	9140	9503	0.000674248	0.94269	0.195011	4559	68157	60598	63598	70598	38.2736	43.3384	-6.02748	2.97164	-0.339049	5.74631	-0.75272	5.63282	-6.59657	0.461581	0.647427	-0.0218182	6.38189	2.00847	2.75713	-2.47181	-0.467479	-2.90751	-0.352588	-1.87377	1.95056	-0.736852	-0.322989	-0.984822	0.00848469	-0.150418	-0.2572	-0.315669	0.411989	-0.386389	-0.0174671	-0.00260283	0.407982	0.0156911	0.14425
9	0.000645387	19976	0.000266133	13678	5553	3897	2.43524e-05	0.730052	0.821597	3341	76317	69976	72976	79976	-4.30736	24.4026	-0.336297	-34.1352	4.83358	5.71655	-3.89437	8.42717	0.00494931	-0.0746119	-2.0841	4.06441	2.596	-0.290739	-4.03201	1.91085	2.72397	2.05047	-0.455243	1.99254	1.12279	1.57135	-0.131062	-1.16817	-0.281218	-0.73135	-0.400257	-0.0727414	-0.929921	-0.92541	-0.0492264	0.000302405	0.235887	0.25457	-0.208214
10	6.57915e-05	19113	0.000315132	16848	2822	8983	6.90531e-05	0.800879	0.606502	4219	76332	69113	72113	79113	111.309	45.6844	3.12824	19.6651	18.9304	-10.243	-4.71661	5.6944	6.0258	-5.67399	-22.3807	14.6567	-0.0317097	-1.69857	-5.13778	-2.3161	-0.381965	-3.26716	4.7019	-1.8321	-2.90098	0.381115	0.665252	0.0815071	0.62215	1.27846	0.148366	0.0239455	-0.97648	-2.07325	0.741748	-2.29347	-0.643331	0.228456	-0.500123
11	1.49638e-05	13541	0.0069625	13625	3514	8518	0.00153386	0.724579	0.128229	1586	68127	63541	66541	73541	26.4774	55.9558	-3.41262	1.53597	-8.00813	-2.57845	2.07408	0.966965	-4.07324	-0.466068	-0.924418	-1.00149	-1.00724	1.49571	0.4152	-0.408197	1.62483	-1.59282	0.213387	0.18911	-0.114499	-0.406685	-0.408121	-0.145693	-0.322062	-0.271703	-0.280484	0.676246	-0.138127	0.320718	-0.0880371	-0.556877	-0.189756	-0.422361	-0.00157986
12	0.0270013	17182	0.0153905	11480	7028	8815	5.3677e-05	0.744983	0.505621	4058	74240	67182	70182	77182	-49.9271	21.9075	14.7054	3.55318	0.207046	-8.2261	-5.94098	-1.74468	-7.58119	0.970836	1.01896	-1.1769	-1.30483	-0.448262	-0.942803	0.197079	0.00421852	0.450648	1.7422	0.711451	-0.708294	0.797147	-0.495124	-0.474459	0.371531	0.461096	0.827546	-0.159693	-0.306216	-0.0873026	0.219612	0.108394	0.108496	-0.377047	0.0826094
13	0.000241358	17068	0.0109429	15470	3744	8848	1.35802e-05	0.963115	0.211893	4089	74157	67068	70068	77068	40.5726	-11.8971	13.1087	18.9555	-7.67111	14.6944	-24.296	5.82158	-0.748712	-2.04249	-2.76463	-5.19384	-0.537826	-1.30853	-5.87669	-1.21313	-2.14127	0.324595	-3.88504	1.5326	-0.181907	-1.80541	-0.691025	1.65502	2.22614	2.88381	0.100473	-0.986882	-1.12168	-0.680343	-0.869285	-0.76772	-0.198206	-0.547908	0.677914
14	0.00339256	10240	0.00042299	11997	8440	4124	8.76826e-05	0.629402	0.437952	1533	64773	60240	63240	70240	-37.9926	32.0602	4.58117	0.500498	-0.539469	-9.50002	1.47963	-1.15416	4.52753	-0.382272	3.2535	-0.982468	-1.28037	-0.470996	-2.41629	1.23806	0.824338	0.516917	1.01885	-1.17535	0.0148714	0.943789	-0.0409467	0.668639	-0.348672	-0.934552	0.141717	0.558695	-0.385156	0.00117831	0.0337661	0.0804381	-0.674422	-0.132208	-0.0269487
15	1.0429e-05	10914	0.000238084	19692	1571	6545	2.651e-05	0.877386	0.294436	2359	66273	60914	63914	70914	105.338	52.4289	-3.1604	23.6762	13.8979	10.5958	-3.40268	5.93879	1.9069	10.5421	-3.39866	6.85611	0.686701	-2.96815	-3.67734	-1.45775	1.4803	2.8997	0.816875	-3.25713	-2.09607	-5.51443	-1.32512	-2.42246	-1.81033	-1.53763	-0.329258	-0.155624	0.34114	0.986476	2.04179	1.02961	0.410529	-0.209786	0.145483
16	0.00103523	14481	0.00332426	15670	2408	4675	5.10716e-05	0.770152	0.439597	3267	70748	64481	67481	74481	3.93315	25.2148	13.6063	13.7008	-12.5588	1.55868	-4.59175	-5.23879	1.95836	-1.5423	2.52706	2.43005	0.0809255	1.53742	-0.783718	-1.30029	1.97273	-0.30694	-0.604495	1.1355	-1.0925	0.307312	0.450725	-0.557758	-0.775129	1.1018	-0.268407	-0.310929	0.178265	-0.253169	-0.127693	-0.114449	0.317055	0.234208	0.174061
17	3.70692e-05	15633	0.000832609	14525	7649	3019	1.49607e-05	0.871828	0.116362	275	68908	65633	68633	75633	105.551	-65.0015	-56.3215	9.05975	8.3497	-9.68731	-19.4138	5.3083	2.14865	1.88898	9.11515	-0.349209	-4.74136	2.20554	2.8068	0.617339	-1.73346	-3.11563	-3.12683	0.626105	1.31194	0.697583	-0.71906	-1.68679	-0.734703	-1.32572	-0.077315	-1.22355	-0.727241	-0.411887	-0.740616	0.759107	-0.482812	-0.830417	-1.37065
18	0.000147972	19098	0.00728505	17931	3940	3146	0.000273549	0.98606	0.15407	2881	74979	69098	72098	79098	62.9929	22.7382	-21.6257	-2.35913	8.64187	14.8607	-6.69391	-6.02956	-5.3745	1.15935	3.61328	1.50031	4.87384	4.80922	4.25351	-3.07446	-1.55312	0.363716	-0.262758	0.0693702	-2.21459	2.50083	0.925806	-0.990188	2.13052	0.394123	0.145106	0.263814	0.170542	-0.413954	0.456528	-0.0998568	-0.627914	-0.907363	0.146667
19	0.000323772	12831	0.0153033	17211	8128	9565	0.000225129	0.788883	0.108977	1165	66996	62831	65831	72831	-89.3712	-35.5695	16.121	10.6725	6.73674	1.68629	-5.09519	3.09882	-0.365087	2.01029	2.094	0.711314	4.40345	-0.897758	1.72283	-2.28898	-1.70168	-1.59254	-1.30863	-1.10965	1.29	-0.687642	0.116308	0.63434	-0.276338	-1.26042	-0.440313	-0.286173	-0.539993	0.563626	-0.408385	-0.13487	-0.416738	0.125757	-0.0383901
20	0.0291811	17685	0.00266976	17870	6979	7564	0.000275185	0.74767	0.145732	4284	74969	67685	70685	77685	-81.9626	5.6217	11.2741	10.5394	7.54235	-10.3362	-4.20844	-1.81418	-4.81061	0.700571	2.28543	-1.62376	-1.83851	5.08184	-0.803917	-0.375939	2.07882	-0.980955	0.612169	-0.0748078	-0.781574	-0.417057	0.70461	-0.163651	-0.339951	1.05654	-0.094929	0.318831	0.0688737	0.0286959	0.0940509	-0.122711	0.242072	-0.114365	0.0499006
21	0.00523737	14471	0.016224	18501	2373	3027	0.00107225	0.879587	0.101757	2242	69713	64471	67471	74471	-81.4712	-30.8264	-7.68645	27.5801	2.21269	-3.11897	8.06738	-7.45119	6.04744	-1.47073	0.213016	-0.88429	1.35338	0.203641	0.799138	2.79694	-1.54156	-0.0748323	0.674886	1.0042	0.22656	-0.29888	-0.596673	-1.08756	-0.0787511	1.42744	-0.114574	-0.5448	0.457338	-0.112262	0.687402	-0.477586	0.835447	0.160351	-0.330404
22	0.0271166	19080	0.016861	16402	4125	4580	1.66528e-05	0.72397	0.228428	765	72845	69080	72080	79080	-35.4008	14.702	-1.70177	-4.71115	3.87545	-0.85244	-0.445284	-6.86897	-1.69245	-1.83267	-0.286602	-0.593979	1.96701	-2.2842	0.410831	-0.418252	-1.84659	2.30449	-0.276111	-0.96257	-0.0637485	-0.183087	-0.800554	-0.485766	0.0684441	-0.211114	-0.451584	0.248425	-0.0478489	-0.487003	-0.431773	0.0604803	0.15596	0.0440047	0.0119596
23	1.57738e-05	11941	0.000184526	10644	9413	2799	0.00258133	0.693	0.324827	4751	69692	61941	64941	71941	25.9516	51.0663	4.85825	1.69235	-11.5198	-1.29342	-2.41225	-1.36322	-4.75939	-0.0520057	-1.16733	0.677528	-1.47846	-0.142828	-1.16562	1.271	2.85982	-0.594164	-0.38371	-0.0287665	-0.100478	0.484538	0.409015	-0.25102	0.16787	0.504745	-0.481194	0.589474	-0.218176	0.410996	-0.191203	0.414086	-0.251513	0.219471	-0.131034
24	0.0016427	18827	0.00215902	15101	4426	8428	3.14393e-05	0.647575	0.319709	962	72789	68827	71827	78827	-27.4971	-4.71627	-16.7343	-19.4346	17.8288	8.14584	-0.980896	3.10879	3.19623	-5.5148	1.52115	0.929198	2.44819	0.934002	-1.31882	-1.45472	2.15462	1.87011	-0.138333	2.43974	-1.61893	-0.0387084	0.312458	-0.611219	0.770018	0.819288	-0.653596	1.26676	0.0880278	0.732272	-0.27614	0.709083	-0.710611	-0.293163	-0.255369
25	3.40367e-05	19777	0.000192707	14563	9503	6136	0.00181821	0.844202	0.550317	3569	76346	69777	72777	79777	58.3187	18.3982	-14.4983	0.741842	-17.7149	0.398329	-1.19505	-7.19574	-4.28504	-0.113373	2.13338	4.82268	1.54014	0.171749	0.344953	-1.27581	1.19418	-0.37893	1.84615	0.27467	1.85616	-2.10603	0.96333	0.932862	0.0450188	-0.467852	0.351686	1.24166	0.116444	-0.477655	-0.139329	0.0325025	0.0492186	0.263253	-0.419262
26	0.00162576	11580	0.0181832	19659	8179	9338	0.00570997	0.663878	0.658413	3983	68563	61580	64580	71580	-11.8738	41.1541	-11.6499	-32.3743	0.549039	-3.60655	4.8517	-2.09457	6.55635	1.69999	-1.98201	0.246097	-2.69854	-0.384692	1.2204	-1.77758	-0.1107	1.77151	-1.68607	0.577831	-1.24683	-0.214798	0.753696	0.00777895	0.299688	0.432349	-1.32332	1.00999	0.093227	-0.434861	-0.0991009	0.399978	0.028825	0.0883243	0.0181935
27	1.61633e-05	17643	0.00133553	12570	9884	5745	0.0019428	0.888229	0.106696	3744	74387	67643	70643	77643	14.719	46.4838	-5.24826	-6.50073	-4.84568	-0.51409	2.36439	-1.68828	-3.53777	-1.66958	-1.71989	-0.171813	0.257882	-0.324668	0.317093	0.241545	1.55489	0.0379221	0.497392	0.154107	0.884288	-0.201139	-1.60402	-0.601406	-0.426287	0.0999905	-1.26114	0.898004	-0.727053	0.361662	-0.222554	-0.21335	-0.0650696	0.211105	-0.299099
28	0.00293518	15729	0.00364123	16017	4230	7678	0.00539322	0.640071	0.129508	3546	72275	65729	68729	75729	-94.6617	-6.72754	3.99489	18.1152	7.76764	-9.38602	3.60991	5.49885	-1.61773	-1.64701	2.20695	-1.57318	-1.10116	1.1302	0.850859	0.593768	2.67801	-1.56992	1.10809	0.951243	0.905806	-0.397153	-0.750829	-0.352982	0.15506	0.354423	-0.179817	-0.365658	-0.584453	0.519687	0.067435	-0.139039	-0.141275	-0.178507	-0.211812
29	0.00869969	11691	0.00500014	12483	9981	3887	0.00425722	0.618825	0.159367	3921	68612	61691	64691	71691	-74.0406	-73.5503	2.30133	-5.42367	-8.7488	9.61102	4.69731	-2.48485	7.6501	1.94954	-4.04374	4.81768	-1.25273	-1.08221	2.01099	-0.543668	2.20923	0.79581	-1.12776	0.522414	1.10068	-0.319078	-0.948274	0.883858	-0.0319605	-0.718461	0.0957991	0.352831	0.273712	-0.644593	-0.397702	0.114086	-0.0380627	-0.519617	-0.724663
30	0.000386028	13230	0.000872256	18290	7921	9089	0.000144353	0.677043	0.410521	3960	70190	63230	66230	73230	-87.5408	-18.3679	6.60878	-4.50109	18.965	-1.15524	-6.66243	5.17239	-5.96819	0.134404	1.38208	-1.67708	4.97597	-3.39266	-0.348164	-2.48047	-0.464864	0.241853	-0.134249	2.05518	-0.691332	-0.341047	0.507028	-0.262139	0.384614	0.0294717	-0.472035	0.676934	0.677454	-0.0265598	-0.358296	0.527567	-0.701962	-0.0997412	-0.186518
31	0.000201937	16461	0.02576	17444	9478	4234	0.00115016	0.642227	0.332188	1510	70971	66461	69461	76461	-9.8176	45.8556	9.03579	-25.9303	-3.91701	-7.63262	-3.04519	-4.37765	4.84907	6.54531	0.277224	-0.65898	0.147664	-3.24482	-2.04573	0.386287	0.445886	-0.180914	0.428232	-0.249457	-0.599572	2.32298	-0.472821	-0.10049	-0.867563	-0.154485	-1.17509	0.917939	-0.524119	0.518147	0.155338	0.0414744	-0.806659	0.0531007	0.0700882
32	0.00464789	17921	0.00622181	19805	2708	3529	0.000926614	0.641647	0.520405	58	70979	67921	70921	77921	-82.7127	6.80899	14.7507	5.59276	7.12036	-9.87754	-5.1715	2.62798	-7.21967	0.1358	2.2906	-1.05352	-1.25742	0.451716	-1.01499	0.251684	2.2792	-0.118381	0.839376	-0.239359	0.158172	0.0960396	0.450608	0.0365554	0.661076	-0.34262	0.422218	0.43519	-0.779894	-0.0778198	-0.0485857	0.0347839	-0.0327184	0.0121329	-0.0816308
33	1.63201e-05	11681	0.00721148	19642	6043	8503	1.99535e-05	0.812529	0.461973	3443	68124	61681	64681	71681	134.012	26.5536	0.741977	19.0827	39.7282	12.7198	-1.20358	2.47439	2.56123	5.79135	-5.30085	12.0525	-5.57013	0.0415262	0.380937	-3.14348	0.0989024	-0.837174	4.12591	-0.381078	-1.55735	-1.97481	-1.63268	-0.69718	0.14927	0.0210458	0.919912	1.07849	1.69867	-1.86425	-0.392825	0.642891	-1.20345	0.816717	2.32017
34	7.7517e-05	15963	0.0493042	18858	5159	4317	0.00499238	0.728262	0.554781	1686	70649	65963	68963	75963	-10.5391	32.5857	-15.2781	-17.4065	1.69961	-0.673744	6.12125	7.27669	-4.62547	-0.811032	-4.79889	-1.39768	-2.59656	1.08037	2.16494	-3.3879	-3.42227	1.3843	-0.118998	1.96556	-1.65175	-0.7592	-1.09857	0.777525	-0.365794	0.059686	0.152191	-0.501223	0.280544	-0.149635	-0.270618	0.231302	0.291224	0.303771	-0.150741
35	0.0025618	12702	0.000944737	14694	2164	2629	4.75482e-05	0.6896	0.218162	2465	68167	62702	65702	72702	23.018	54.2371	-3.76803	3.18171	-10.0983	-3.45707	3.04981	-4.08924	0.203058	-1.01609	-0.320032	-1.35571	-1.76505	-0.168674	0.362699	-1.09644	0.27252	-0.460577	0.226666	0.75148	-1.14005	-0.300509	-0.672794	0.596883	-0.161394	-0.299361	0.802104	-0.56851	-0.601589	0.316092	-0.198868	-0.148042	-0.016927	-0.270977	0.333915
36	0.00314063	12220	0.00169699	18645	8264	6661	0.00818579	0.949305	0.349186	1233	66453	62220	65220	72220	19.5049	48.6642	-1.64187	5.89247	-6.73187	-1.43904	0.610396	-0.928455	-5.4705	-1.5344	-0.962688	-0.655216	1.16951	-1.84753	-1.02116	2.23386	0.948694	0.11535	0.030818	-1.69001	0.872334	0.426029	-0.248838	-0.523148	-0.24417	0.16229	-0.139507	-0.0632717	0.654863	-0.545424	-0.572218	0.0898948	-0.0228379	0.0497841	-0.324278
37	0.0199836	10908	0.000265191	12967	9385	6853	0.00016405	0.919916	0.161476	3921	67829	60908	63908	70908	-58.1195	-74.6916	-22.6422	-8.28599	10.9464	13.37	-7.48918	7.91672	-4.15383	1.94165	-5.5072	2.74537	-2.6573	8.36926	-1.0655	-3.72786	-2.60093	0.145632	0.357002	0.34577	1.11861	2.11516	-1.71447	-1.14647	0.299037	1.27989	-2.60465	1.12768	1.32626	1.94448	-0.494339	-0.601838	-0.36093	-0.12646	0.626172
38	5.41057e-05	18740	0.00451556	17640	7702	8067	0.000381048	0.949135	0.624163	2134	73874	68740	71740	78740	42.0009	17.241	-8.29719	6.67151	0.23627	14.8242	-5.09565	12.9716	-0.53936	-3.47667	2.09594	2.46651	6.09071	0.754603	0.353112	-4.94088	-2.94895	-0.463174	-1.12957	0.0569016	1.26066	-0.132804	-0.109429	-0.128262	1.78567	0.55535	-0.228882	-0.859733	-0.386396	-0.39359	-0.19741	0.975059	0.89001	-0.0334508	0.787369
39	3.88609e-05	18923	0.000764248	19128	2178	6235	6.31315e-05	0.722676	0.368969	2248	74171	68923	71923	78923	126.107	-89.5686	34.9855	-10.9696	-10.7575	2.37561	27.8626	4.62256	-9.86567	-1.9076	2.83118	-6.7117	0.388353	-0.48761	-1.52386	-2.58048	0.486193	2.61765	0.511173	0.0602623	-0.516989	-0.457723	0.0339985	0.235219	1.57801	-0.51821	-1.59111	-0.655018	1.1883	-0.612193	-0.807918	-0.42027	-0.133012	0.661005	0.0564935
40	2.13624e-05	12300	0.000105265	11370	4396	7509	0.000282007	0.677831	0.594632	1269	66569	62300	65300	72300	50.9133	36.0122	0.138252	-12.9542	4.03864	13.2348	1.75006	-3.12014	5.97227	-1.85324	4.42595	-0.0309613	4.69861	5.5455	5.29297	2.7449	0.562925	-0.316152	1.05542	0.924264	-1.06424	-1.0255	-1.25513	-1.74498	1.89791	1.40609	0.417967	0.166377	-0.431308	0.292215	-0.375237	-0.24754	-0.755076	-0.541961	-0.394121
41	8.76449e-05	16016	0.00015068	14505	7680	4427	0.00231128	0.760597	0.32494	1606	70622	66016	69016	76016	28.1163	50.9503	-5.34151	0.141315	-5.31305	0.17269	1.47377	-0.755422	-6.57906	-1.44919	-2.09654	-1.87689	0.0759378	1.59473	1.49553	-1.30439	0.301441	-1.56062	0.623084	0.886623	-0.172121	-1.73191	-1.01917	0.0876787	-0.323973	0.994271	-0.69288	0.979652	0.629035	1.01107	-0.326614	0.49831	-0.460148	0.526672	-0.780322
42	0.00552533	10994	0.000829817	13577	9822	3284	2.75412e-05	0.912553	0.114494	898	64892	60994	63994	70994	-53.2319	6.09637	22.3098	2.66525	-7.91614	-4.24316	-6.95246	-1.65733	2.79454	3.05631	3.15875	3.29678	-1.53193	-1.82634	0.0579424	0.449011	-0.773693	0.0371311	-0.363863	-1.08437	2.19619	0.368276	1.64506	0.760283	1.4611	-0.963032	-0.0384611	0.0455683	-0.0428034	0.524745	0.400041	0.255498	-0.392436	0.0421466	0.402228
43	0.0115452	14696	0.0408285	13433	2615	8066	0.000736664	0.883912	0.349534	865	68561	64696	67696	74696	-11.854	39.7157	-0.465965	-4.77333	-3.73827	-5.1175	3.20579	-1.58209	5.25882	-0.0377879	2.52568	-0.905692	-0.696903	1.8315	1.98264	-3.53943	-2.75344	-0.689753	1.07233	1.33338	-0.526999	-1.44362	-0.562663	0.541642	-0.504418	-0.456917	1.06551	-0.493851	-0.671806	0.348052	0.197841	-0.741718	-0.102937	0.477289	-0.226097
44	0.00109937	10713	0.000294966	12079	1932	8103	0.00167851	0.987204	0.112464	2139	65852	60713	63713	70713	-28.0175	-18.9852	25.6646	-8.88992	-6.39454	13.6249	-8.06803	2.09389	-14.4743	-3.5907	-5.76632	2.17506	-0.547152	-4.383	1.90841	2.44018	-2.10031	1.33207	-0.251521	0.341534	0.361125	-0.977066	-1.24845	-0.578996	-0.292989	-0.342976	-0.159188	-0.284254	0.620071	-0.422778	0.0861732	-0.558079	0.83121	-0.746806	0.57378
45	1.55425e-05	16590	0.00458414	13682	8243	9421	0.00217129	0.898574	0.358664	3977	73567	66590	69590	76590	37.7118	30.5966	-3.76105	3.19337	-12.9236	8.68319	-3.47021	-3.56039	-9.41721	-5.36697	-2.6973	5.04941	-1.56256	1.18553	-0.998219	3.02369	-1.27437	2.5611	0.457668	1.03382	1.28711	-0.291961	1.36454	-1.00703	-0.00948108	0.613168	-0.352263	0.713679	0.0120974	-0.260759	0.694809	-0.36875	-0.138744	0.259059	-0.421636
46	0.000210776	12625	0.00031011	14203	6001	3671	0.00346157	0.950899	0.476676	175	65800	62625	65625	72625	39.8881	42.3893	0.510197	4.43765	-3.39176	4.49134	-6.31232	-1.7242	-6.28115	0.111527	-1.83636	-0.981455	4.0905	1.59653	-3.8815	1.4065	0.644539	-1.01344	-0.169766	-0.659038	0.152271	0.694887	-1.20969	-0.454971	-0.069678	0.527697	-0.762556	0.317803	-1.3389	0.692031	-0.463062	0.451448	0.852473	0.613284	-0.0305873
47	0.00570379	15856	0.000247683	19438	5284	6684	1.88428e-05	0.947631	0.127939	92	68948	65856	68856	75856	-24.3121	27.8943	-15.4346	4.09602	7.06103	-3.74103	4.39052	-9.58715	-8.41104	-1.901	-3.78314	-4.58366	1.45523	0.397956	0.777466	-0.0981722	-2.14003	0.987858	0.573347	-0.566834	-1.02721	-0.482674	-2.46209	-0.156078	-0.894028	-0.210465	0.743822	-1.07424	-0.403847	-0.26573	-0.370764	-0.281019	0.128847	-0.466865	0.113852
